
154,Ike Nwamu,NAN,17,15.8,5.8,2.0,5.2,.386,0.7,2.7,.261,1.1,1.8,.633,0.2,1.5,1.7,2.3,0.6,0.2,0.9,1.3,
155,Axel Julien,JLB,39,19.8,5.8,1.8,4.5,.408,1.2,3.0,.388,1.0,1.2,.889,0.2,1.5,1.8,3.6,0.6,0.1,1.5,1.5,
156,Bandja Sy,PLV,42,18.5,5.8,2.3,4.4,.522,0.3,0.7,.379,0.9,1.4,.650,1.3,1.8,3.1,1.0,0.5,0.2,1.1,1.9,
157,Anzejs Pasecniks,PLV,10,14.0,5.8,1.7,4.4,.386,0.0,0.2,.000,2.4,2.9,.828,1.2,1.7,2.9,1.0,0.2,0.2,1.0,2.2,
158,Bruno Cingala-Mata,ADA,19,16.3,5.8,2.3,4.2,.538,0.1,0.3,.167,1.2,1.9,.622,1.2,3.1,4.3,0.8,0.8,0.5,1.3,2.9,
159,Aaron Henry,PLV,12,19.3,5.8,2.3,4.8,.491,0.5,1.2,.429,0.6,0.8,.700,0.6,1.8,2.3,1.2,0.8,0.5,1.6,2.1,
160,Szilard Benke,GRV,34,18.6,5.7,2.1,5.1,.419,0.9,2.6,.348,0.6,0.9,.655,0.6,1.6,2.2,1.2,0.8,0.3,0.8,2.6,
161,Yves Pons,LYV,32,15.7,5.7,2.1,4.4,.472,0.9,2.3,.403,0.6,0.8,.720,0.8,1.7,2.5,0.2,0.3,0.3,0.5,1.4,
162,Alexandre Chassang,JLB,29,15.3,5.5,2.1,4.3,.488,0.5,1.2,.400,0.8,1.2,.667,1.0,1.6,2.6,1.2,0.7,0.3,1.1,2.5,
163,Vafessa Fofana,GRV,34,24.6,5.5,2.1,4.3,.479,0.6,2.1,.314,0.7,1.0,.714,1.0,3.4,4.4,1.6,0.8,0.1,1.1,2.5,
164,Valentin Chery,LEM,33,18.6,5.5,2.1,3.8,.540,0.0,0.0,.000,1.3,2.5,.537,1.9,3.2,5.1,0.9,0.7,0.2,0.9,2.5,
165,Lucas Ugolin,CSP,31,13.0,5.4,1.9,4.3,.444,1.1,2.8,.384,0.5,0.6,.889,0.6,1.4,2.0,0.4,0.2,0.2,0.5,1.6,
166,Romuald Morency,GRV,34,21.4,5.4,2.1,4.7,.440,0.5,1.6,.309,0.7,0.9,.833,0.6,3.3,3.9,0.8,0.7,0.2,0.5,2.5,
167,Wilfried Yeguete,CSP,34,23.9,5.3,2.3,4.5,.516,0.0,0.0,.000,0.7,1.8,.371,2.5,4.2,6.7,2.7,1.4,0.3,0.9,2.9,
168,Matthieu Gauzin,GRV,31,15.0,5.3,1.8,4.7,.386,0.5,1.9,.288,1.1,1.4,.810,0.3,1.7,2.1,1.8,0.6,0.0,1.1,1.3,
169,Hans Vanwijn,N92,25,20.2,5.2,2.0,5.4,.370,0.4,1.5,.243,0.8,1.6,.538,1.4,2.4,3.8,1.0,0.5,0.2,1.0,1.7,
170,Lucas Dussoulier,N92,33,17.0,5.2,2.1,4.6,.447,0.7,2.2,.311,0.3,0.5,.688,0.8,2.1,2.8,1.0,0.6,0.1,0.7,2.5,
171,John Brown,ASM,35,19.9,5.1,2.2,4.5,.494,0.0,0.1,.000,0.7,1.1,.649,1.7,1.1,2.9,0.9,1.1,0.2,0.8,2.4,
172,Kadri Manroufou,ROA,29,14.7,5.1,1.8,4.9,.366,1.1,3.6,.314,0.4,0.6,.667,0.6,1.6,2.2,0.5,0.6,0.0,0.4,1.7,
173,Kevin Kokila,JLB,33,13.5,5.1,1.9,3.1,.608,0.0,0.0,.000,1.3,2.2,.603,1.4,1.7,3.1,0.3,0.4,0.6,0.5,2.5,
174,Khalid Boukichou,NAN,12,10.2,5.1,1.8,3.3,.550,0.4,1.3,.333,1.0,1.3,.800,0.0,1.0,1.0,0.7,0.5,0.1,1.2,1.7,
175,Maxime Courby,JLB,38,17.3,5.0,1.8,3.5,.508,0.8,2.1,.395,0.7,0.8,.781,0.5,1.8,2.4,0.9,0.4,0.0,0.4,1.5,
176,Hamady Ndiaye,N92,31,17.9,4.8,2.0,3.2,.643,0.0,0.0,.000,0.8,2.0,.381,1.0,2.2,3.2,0.5,0.1,1.6,1.1,1.7,
177,Enzo Andre Shahrvin,PAU,32,11.2,4.8,2.2,3.0,.737,0.0,0.0,.000,0.4,0.8,.500,1.7,2.3,4.0,0.4,0.2,0.6,0.8,1.8,
178,Kim Tillie,CHO,26,17.2,4.7,1.6,3.6,.436,0.6,1.8,.333,1.0,1.2,.806,1.2,2.3,3.4,1.2,1.0,0.1,0.9,2.2,
179,Ike Udanoh,STR,22,16.0,4.7,1.7,3.5,.500,0.0,0.0,.000,1.3,2.4,.538,1.4,2.1,3.5,1.4,0.6,0.2,1.0,2.0,
180,Brice Dessert,ADA,14,10.9,4.6,2.0,3.4,.596,0.0,0.0,.000,0.6,1.9,.333,1.1,1.4,2.4,0.4,0.2,0.3,0.8,2.4,
181,Hugo Robineau,CHO,34,12.5,4.6,1.4,2.8,.495,0.4,1.0,.353,1.5,1.8,.836,0.2,0.9,1.1,0.9,0.4,0.1,0.6,1.2,
182,Clement Frisch,NAN,31,11.8,4.5,1.6,3.0,.532,0.4,0.9,.414,0.9,1.0,.844,0.8,1.5,2.3,0.9,0.5,0.1,0.8,1.3,
183,Johan Passave-Ducteil,FOS,32,14.4,4.5,1.7,3.2,.529,0.0,0.1,.000,1.1,1.8,.614,1.1,1.8,2.9,1.3,0.4,0.1,1.3,2.7,
184,Alex Tyus,LYV,33,15.5,4.4,2.0,3.1,.644,0.0,0.1,.000,0.4,0.9,.483,1.1,2.8,4.0,0.5,0.4,1.0,0.8,1.6,
185,Paul Rigot,ADA,34,13.6,4.4,1.4,3.0,.480,0.8,1.7,.491,0.6,0.9,.759,0.5,1.4,1.9,0.4,0.3,0.1,0.3,1.2,
186,Rudy Demahis Ballou,PORT,13,13.8,4.3,1.7,3.8,.449,0.5,1.5,.300,0.5,0.8,.545,0.2,0.9,1.1,1.2,0.2,0.0,0.5,1.1,
187,Darel Poirier,PAU,10,11.4,4.3,1.8,4.1,.439,0.5,1.0,.500,0.2,0.6,.333,1.3,1.1,2.4,0.1,0.1,0.0,0.6,1.7,
188,David Brembly,DIJ,33,15.3,4.2,1.4,3.5,.405,0.5,2.0,.246,0.8,1.0,.875,0.8,0.9,1.8,0.4,0.5,0.1,0.6,2.0,
189,Steeve Ho You Fat,PLV,41,12.4,4.2,1.4,2.8,.522,0.4,1.0,.381,0.9,1.3,.712,0.8,1.0,1.8,0.6,0.2,0.1,0.5,2.0,
190,Abdoulaye Loum,DIJ,33,12.6,4.2,1.7,3.3,.523,0.2,0.4,.357,0.5,1.1,.486,1.0,1.6,2.6,0.3,0.4,0.4,0.5,1.4,
191,Antoine Diot,LYV,36,13.8,4.1,1.3,3.1,.402,0.9,2.4,.356,0.8,0.8,.900,0.2,1.1,1.3,1.7,0.7,0.0,0.9,1.8,
192,Jean-Baptiste Maille,STR,19,20.3,3.9,1.2,3.6,.333,0.3,1.4,.185,1.3,1.5,.828,1.4,1.8,3.2,3.4,0.5,0.0,2.3,2.5,
193,Martin Peterka,STR,16,10.3,3.9,1.3,3.4,.389,0.8,2.4,.342,0.4,0.5,.875,0.6,0.7,1.3,0.3,0.4,0.0,0.4,0.7,
194,Gavin Schilling,CSP,19,13.4,3.8,1.5,3.3,.460,0.0,0.2,.000,0.7,1.5,.483,1.4,2.6,4.0,0.6,0.5,0.5,0.9,2.8,
195,Mathieu Wojciechowski,CSP,33,14.8,3.7,1.3,3.2,.419,0.5,1.7,.281,0.6,0.8,.679,0.3,2.0,2.3,0.7,0.6,0.1,0.3,1.5,
196,Meredis Houmounou,NAN,25,18.6,3.7,1.4,3.9,.367,0.4,1.6,.231,0.5,0.8,.600,0.8,2.1,2.9,2.8,0.8,0.1,1.4,1.9,
197,Bul Kuol,LEM,11,15.9,3.6,1.2,3.7,.317,1.0,3.0,.333,0.3,0.4,.750,0.3,1.0,1.3,0.6,0.5,0.1,1.0,2.1,
198,Sadio Doucoure,N92,12,12.3,3.4,1.2,2.9,.400,0.3,1.2,.214,0.8,0.9,.909,0.5,1.8,2.3,0.6,0.2,0.3,0.6,0.8,
199,Dustin Sleva,PAR,11,14.2,3.4,1.3,3.5,.368,0.3,1.2,.231,0.5,1.1,.500,1.7,1.6,3.4,1.3,0.3,0.2,0.2,2.5,
200,Lucas Beaufort,STR,30,13.2,3.2,1.2,2.9,.409,0.5,1.4,.349,0.3,0.5,.625,0.3,1.0,1.3,1.0,0.6,0.1,0.4,1.7,
